Date,Open,High,Low,Close,Volume
2026-03-04,7700.0,7705.0,7571.5,7626.5,593728.0
2026-03-05,7705.0,7801.5,7615.0,7755.0,568151.0
2026-03-06,7733.0,7735.0,7603.0,7620.5,366235.0
2026-03-09,7517.0,7517.0,7237.0,7266.0,554984.0
2026-03-10,7380.0,7566.5,7338.5,7536.5,494730.0
2026-03-11,7574.0,7574.0,7227.0,7253.5,621563.0
2026-03-12,7175.0,7227.5,6961.0,6975.5,1259945.0
2026-03-13,6865.0,6942.5,6670.0,6741.0,819255.0
2026-03-16,6701.0,6861.5,6643.5,6827.5,866087.0
2026-03-17,6827.5,6974.5,6770.0,6910.0,555865.0
2026-03-18,6984.0,7068.0,6971.0,7027.5,557181.0
2026-03-19,6929.0,6943.5,6750.0,6793.0,629473.0
2026-03-20,6802.5,6928.0,6802.5,6909.0,575123.0
2026-03-23,6790.0,6831.5,6661.0,6681.5,380052.0
2026-03-24,6800.0,6966.5,6753.0,6871.0,723633.0
2026-03-25,6988.0,7073.0,6904.0,6992.5,490390.0
2026-03-27,6915.0,6916.5,6742.0,6811.5,533428.0
2026-03-30,6730.5,6784.0,6571.5,6586.0,1015357.0
2026-04-01,6787.5,6891.5,6750.0,6825.5,736957.0
2026-04-02,6766.0,6766.0,6585.0,6649.5,660432.0
2026-04-06,6699.0,6710.5,6572.5,6596.0,971230.0
